from		to				AI-2
Deinococcus	;	Olsenella	Deinococcus;Olsenella			Deinococcus;Olsenella
Deinococcus	;	Sphaerochaeta	Deinococcus;Sphaerochaeta			Deinococcus;Sphaerochaeta
Deinococcus	;	Acidiphilium	Deinococcus;Acidiphilium			Deinococcus;Acidiphilium
Deinococcus	;	Starkeya	Deinococcus;Starkeya			Deinococcus;Starkeya
Deinococcus	;	Phyllobacterium	Deinococcus;Phyllobacterium			Deinococcus;Phyllobacterium
Deinococcus	;	Vibrio	Deinococcus;Vibrio			Deinococcus;Vibrio
Deinococcus	;	Hungatella	Deinococcus;Hungatella			Deinococcus;Hungatella
Deinococcus	;	Leifsonia	Deinococcus;Leifsonia			Deinococcus;Leifsonia
Deinococcus	;	Micromonospora	Deinococcus;Micromonospora			Deinococcus;Micromonospora
Deinococcus	;	Truepera	Deinococcus;Truepera			Deinococcus;Truepera
Deinococcus	;	Aureimonas	Deinococcus;Aureimonas			Deinococcus;Aureimonas
Deinococcus	;	Gluconacetobacter	Deinococcus;Gluconacetobacter			Deinococcus;Gluconacetobacter
Deinococcus	;	Oscillospira	Deinococcus;Oscillospira			Deinococcus;Oscillospira
Deinococcus	;	Tabrizicola	Deinococcus;Tabrizicola			Deinococcus;Tabrizicola
Deinococcus	;	Pantoea	Deinococcus;Pantoea			Deinococcus;Pantoea
Deinococcus	;	Kiloniella	Deinococcus;Kiloniella			Deinococcus;Kiloniella
Deinococcus	;	Caldilinea	Deinococcus;Caldilinea			Deinococcus;Caldilinea
Deinococcus	;	Euzebya	Deinococcus;Euzebya			Deinococcus;Euzebya
Deinococcus	;	Brachybacterium	Deinococcus;Brachybacterium			Deinococcus;Brachybacterium
Deinococcus	;	Pelomonas	Deinococcus;Pelomonas			Deinococcus;Pelomonas
Deinococcus	;	Nonomuraea	Deinococcus;Nonomuraea			Deinococcus;Nonomuraea
Deinococcus	;	Sulfobacillus	Deinococcus;Sulfobacillus			Deinococcus;Sulfobacillus
Deinococcus	;	Virgibacillus	Deinococcus;Virgibacillus			Deinococcus;Virgibacillus
Deinococcus	;	Amycolatopsis	Deinococcus;Amycolatopsis			Deinococcus;Amycolatopsis
Deinococcus	;	Ktedonobacter	Deinococcus;Ktedonobacter			Deinococcus;Ktedonobacter
Deinococcus	;	Serratia	Deinococcus;Serratia			Deinococcus;Serratia
Deinococcus	;	Salmonella	Deinococcus;Salmonella			Deinococcus;Salmonella
Deinococcus	;	Grimontia	Deinococcus;Grimontia			Deinococcus;Grimontia
Deinococcus	;	Labrenzia	Deinococcus;Labrenzia			Deinococcus;Labrenzia
Deinococcus	;	Verminephrobacter	Deinococcus;Verminephrobacter			Deinococcus;Verminephrobacter
Deinococcus	;	Paucibacter	Deinococcus;Paucibacter			Deinococcus;Paucibacter
Deinococcus	;	Actinomadura	Deinococcus;Actinomadura			Deinococcus;Actinomadura
Deinococcus	;	Yersinia	Deinococcus;Yersinia			Deinococcus;Yersinia
Deinococcus	;	Butyrivibrio	Deinococcus;Butyrivibrio			Deinococcus;Butyrivibrio
Deinococcus	;	Phycisphaera	Deinococcus;Phycisphaera			Deinococcus;Phycisphaera
Deinococcus	;	Sporichthya	Deinococcus;Sporichthya			Deinococcus;Sporichthya
Deinococcus	;	Pandoraea	Deinococcus;Pandoraea			Deinococcus;Pandoraea
Deinococcus	;	Photorhabdus	Deinococcus;Photorhabdus			Deinococcus;Photorhabdus
Deinococcus	;	Aeribacillus	Deinococcus;Aeribacillus			Deinococcus;Aeribacillus
Deinococcus	;	Thermobifida	Deinococcus;Thermobifida			Deinococcus;Thermobifida
Deinococcus	;	Tepidanaerobacter	Deinococcus;Tepidanaerobacter			Deinococcus;Tepidanaerobacter
Deinococcus	;	Oceanobacillus	Deinococcus;Oceanobacillus			Deinococcus;Oceanobacillus
Deinococcus	;	Thalassospira	Deinococcus;Thalassospira			Deinococcus;Thalassospira
Deinococcus	;	Telmatospirillum	Deinococcus;Telmatospirillum			Deinococcus;Telmatospirillum
Deinococcus	;	Succinivibrio	Deinococcus;Succinivibrio			Deinococcus;Succinivibrio
Deinococcus	;	Selenomonas	Deinococcus;Selenomonas			Deinococcus;Selenomonas
Deinococcus	;	Robinsoniella	Deinococcus;Robinsoniella			Deinococcus;Robinsoniella
Deinococcus	;	Pseudobutyrivibrio	Deinococcus;Pseudobutyrivibrio			Deinococcus;Pseudobutyrivibrio
Deinococcus	;	Planctomyces	Deinococcus;Planctomyces			Deinococcus;Planctomyces
Deinococcus	;	Pasteurella	Deinococcus;Pasteurella			Deinococcus;Pasteurella
Deinococcus	;	Oceanisphaera	Deinococcus;Oceanisphaera			Deinococcus;Oceanisphaera
Deinococcus	;	Morganella	Deinococcus;Morganella			Deinococcus;Morganella
Deinococcus	;	Mesotoga	Deinococcus;Mesotoga			Deinococcus;Mesotoga
Deinococcus	;	Leptolinea	Deinococcus;Leptolinea			Deinococcus;Leptolinea
Deinococcus	;	Haemophilus	Deinococcus;Haemophilus			Deinococcus;Haemophilus
Deinococcus	;	Geosporobacter	Deinococcus;Geosporobacter			Deinococcus;Geosporobacter
Deinococcus	;	Fretibacterium	Deinococcus;Fretibacterium			Deinococcus;Fretibacterium
Deinococcus	;	Fervidobacterium	Deinococcus;Fervidobacterium			Deinococcus;Fervidobacterium
Deinococcus	;	Dorea	Deinococcus;Dorea			Deinococcus;Dorea
Deinococcus	;	Dictyoglomus	Deinococcus;Dictyoglomus			Deinococcus;Dictyoglomus
Deinococcus	;	Candidatus Latescibacter	Deinococcus;Candidatus Latescibacter			Deinococcus;Candidatus Latescibacter
Deinococcus	;	Blastopirellula	Deinococcus;Blastopirellula			Deinococcus;Blastopirellula
Deinococcus	;	Aggregatibacter	Deinococcus;Aggregatibacter			Deinococcus;Aggregatibacter
Pasteurella	;	Nitrospira	Pasteurella;Nitrospira			Pasteurella;Nitrospira
Pasteurella	;	Rhodobacter	Pasteurella;Rhodobacter			Pasteurella;Rhodobacter
Pasteurella	;	Opitutus	Pasteurella;Opitutus			Pasteurella;Opitutus
Pasteurella	;	Roseomonas	Pasteurella;Roseomonas			Pasteurella;Roseomonas
Pasteurella	;	Rhizobium	Pasteurella;Rhizobium			Pasteurella;Rhizobium
Pasteurella	;	Rhizobacter	Pasteurella;Rhizobacter			Pasteurella;Rhizobacter
Pasteurella	;	Gemmobacter	Pasteurella;Gemmobacter			Pasteurella;Gemmobacter
Pasteurella	;	Nitratireductor	Pasteurella;Nitratireductor			Pasteurella;Nitratireductor
Pasteurella	;	Nakamurella	Pasteurella;Nakamurella			Pasteurella;Nakamurella
Pasteurella	;	Ensifer	Pasteurella;Ensifer			Pasteurella;Ensifer
Pasteurella	;	Delftia	Pasteurella;Delftia			Pasteurella;Delftia
Pasteurella	;	Ruminiclostridium	Pasteurella;Ruminiclostridium			Pasteurella;Ruminiclostridium
Pasteurella	;	Brevibacillus	Pasteurella;Brevibacillus			Pasteurella;Brevibacillus
Pasteurella	;	Leucobacter	Pasteurella;Leucobacter			Pasteurella;Leucobacter
Pasteurella	;	Microbacter	Pasteurella;Microbacter			Pasteurella;Microbacter
Pasteurella	;	Rhodopirellula	Pasteurella;Rhodopirellula			Pasteurella;Rhodopirellula
Pasteurella	;	Veillonella	Pasteurella;Veillonella			Pasteurella;Veillonella
Pasteurella	;	Leptospira	Pasteurella;Leptospira			Pasteurella;Leptospira
Pasteurella	;	Mesorhizobium	Pasteurella;Mesorhizobium			Pasteurella;Mesorhizobium
Pasteurella	;	Ochrobactrum	Pasteurella;Ochrobactrum			Pasteurella;Ochrobactrum
Pasteurella	;	Pedosphaera	Pasteurella;Pedosphaera			Pasteurella;Pedosphaera
Pasteurella	;	Georgenia	Pasteurella;Georgenia			Pasteurella;Georgenia
Pasteurella	;	Rubrobacter	Pasteurella;Rubrobacter			Pasteurella;Rubrobacter
Pasteurella	;	Methylobacter	Pasteurella;Methylobacter			Pasteurella;Methylobacter
Pasteurella	;	Microbacterium	Pasteurella;Microbacterium			Pasteurella;Microbacterium
Pasteurella	;	Candidatus Caldatribacterium	Pasteurella;Candidatus Caldatribacterium			Pasteurella;Candidatus Caldatribacterium
Pasteurella	;	Kaistia	Pasteurella;Kaistia			Pasteurella;Kaistia
Pasteurella	;	Cohaesibacter	Pasteurella;Cohaesibacter			Pasteurella;Cohaesibacter
Pasteurella	;	Pseudonocardia	Pasteurella;Pseudonocardia			Pasteurella;Pseudonocardia
Pasteurella	;	Oxalobacter	Pasteurella;Oxalobacter			Pasteurella;Oxalobacter
Pasteurella	;	Thioclava	Pasteurella;Thioclava			Pasteurella;Thioclava
Pasteurella	;	Atopobium	Pasteurella;Atopobium			Pasteurella;Atopobium
Pasteurella	;	Oscillibacter	Pasteurella;Oscillibacter			Pasteurella;Oscillibacter
Pasteurella	;	Tessaracoccus	Pasteurella;Tessaracoccus			Pasteurella;Tessaracoccus
Pasteurella	;	Providencia	Pasteurella;Providencia			Pasteurella;Providencia
Pasteurella	;	Olsenella	Pasteurella;Olsenella			Pasteurella;Olsenella
Pasteurella	;	Sphaerochaeta	Pasteurella;Sphaerochaeta			Pasteurella;Sphaerochaeta
Pasteurella	;	Acidiphilium	Pasteurella;Acidiphilium			Pasteurella;Acidiphilium
Pasteurella	;	Starkeya	Pasteurella;Starkeya			Pasteurella;Starkeya
Pasteurella	;	Phyllobacterium	Pasteurella;Phyllobacterium			Pasteurella;Phyllobacterium
Pasteurella	;	Hungatella	Pasteurella;Hungatella			Pasteurella;Hungatella
Pasteurella	;	Leifsonia	Pasteurella;Leifsonia			Pasteurella;Leifsonia
Pasteurella	;	Micromonospora	Pasteurella;Micromonospora			Pasteurella;Micromonospora
Pasteurella	;	Truepera	Pasteurella;Truepera			Pasteurella;Truepera
Pasteurella	;	Aureimonas	Pasteurella;Aureimonas			Pasteurella;Aureimonas
Pasteurella	;	Gluconacetobacter	Pasteurella;Gluconacetobacter			Pasteurella;Gluconacetobacter
Pasteurella	;	Tabrizicola	Pasteurella;Tabrizicola			Pasteurella;Tabrizicola
Pasteurella	;	Kiloniella	Pasteurella;Kiloniella			Pasteurella;Kiloniella
Pasteurella	;	Caldilinea	Pasteurella;Caldilinea			Pasteurella;Caldilinea
Pasteurella	;	Euzebya	Pasteurella;Euzebya			Pasteurella;Euzebya
Pasteurella	;	Brachybacterium	Pasteurella;Brachybacterium			Pasteurella;Brachybacterium
Pasteurella	;	Pelomonas	Pasteurella;Pelomonas			Pasteurella;Pelomonas
Pasteurella	;	Nonomuraea	Pasteurella;Nonomuraea			Pasteurella;Nonomuraea
Pasteurella	;	Sulfobacillus	Pasteurella;Sulfobacillus			Pasteurella;Sulfobacillus
Pasteurella	;	Virgibacillus	Pasteurella;Virgibacillus			Pasteurella;Virgibacillus
Pasteurella	;	Amycolatopsis	Pasteurella;Amycolatopsis			Pasteurella;Amycolatopsis
Pasteurella	;	Ktedonobacter	Pasteurella;Ktedonobacter			Pasteurella;Ktedonobacter
Pasteurella	;	Grimontia	Pasteurella;Grimontia			Pasteurella;Grimontia
Pasteurella	;	Labrenzia	Pasteurella;Labrenzia			Pasteurella;Labrenzia
Pasteurella	;	Verminephrobacter	Pasteurella;Verminephrobacter			Pasteurella;Verminephrobacter
Pasteurella	;	Paucibacter	Pasteurella;Paucibacter			Pasteurella;Paucibacter
Pasteurella	;	Actinomadura	Pasteurella;Actinomadura			Pasteurella;Actinomadura
Pasteurella	;	Butyrivibrio	Pasteurella;Butyrivibrio			Pasteurella;Butyrivibrio
Pasteurella	;	Phycisphaera	Pasteurella;Phycisphaera			Pasteurella;Phycisphaera
Pasteurella	;	Sporichthya	Pasteurella;Sporichthya			Pasteurella;Sporichthya
Pasteurella	;	Pandoraea	Pasteurella;Pandoraea			Pasteurella;Pandoraea
Pasteurella	;	Photorhabdus	Pasteurella;Photorhabdus			Pasteurella;Photorhabdus
Pasteurella	;	Aeribacillus	Pasteurella;Aeribacillus			Pasteurella;Aeribacillus
Pasteurella	;	Tepidanaerobacter	Pasteurella;Tepidanaerobacter			Pasteurella;Tepidanaerobacter
Pasteurella	;	Oceanobacillus	Pasteurella;Oceanobacillus			Pasteurella;Oceanobacillus
Pasteurella	;	Thalassospira	Pasteurella;Thalassospira			Pasteurella;Thalassospira
Pasteurella	;	Telmatospirillum	Pasteurella;Telmatospirillum			Pasteurella;Telmatospirillum
Pasteurella	;	Selenomonas	Pasteurella;Selenomonas			Pasteurella;Selenomonas
Pasteurella	;	Robinsoniella	Pasteurella;Robinsoniella			Pasteurella;Robinsoniella
Pasteurella	;	Planctomyces	Pasteurella;Planctomyces			Pasteurella;Planctomyces
Pasteurella	;	Oceanisphaera	Pasteurella;Oceanisphaera			Pasteurella;Oceanisphaera
Pasteurella	;	Morganella	Pasteurella;Morganella			Pasteurella;Morganella
Pasteurella	;	Mesotoga	Pasteurella;Mesotoga			Pasteurella;Mesotoga
Pasteurella	;	Leptolinea	Pasteurella;Leptolinea			Pasteurella;Leptolinea
Pasteurella	;	Haemophilus	Pasteurella;Haemophilus			Pasteurella;Haemophilus
Pasteurella	;	Geosporobacter	Pasteurella;Geosporobacter			Pasteurella;Geosporobacter
Pasteurella	;	Fretibacterium	Pasteurella;Fretibacterium			Pasteurella;Fretibacterium
Pasteurella	;	Fervidobacterium	Pasteurella;Fervidobacterium			Pasteurella;Fervidobacterium
Pasteurella	;	Dictyoglomus	Pasteurella;Dictyoglomus			Pasteurella;Dictyoglomus
Pasteurella	;	Candidatus Latescibacter	Pasteurella;Candidatus Latescibacter			Pasteurella;Candidatus Latescibacter
Pasteurella	;	Blastopirellula	Pasteurella;Blastopirellula			Pasteurella;Blastopirellula
Pasteurella	;	Aggregatibacter	Pasteurella;Aggregatibacter			Pasteurella;Aggregatibacter
Ruminiclostridium	;	Nitrospira	Ruminiclostridium;Nitrospira			Ruminiclostridium;Nitrospira
Ruminiclostridium	;	Rhodobacter	Ruminiclostridium;Rhodobacter			Ruminiclostridium;Rhodobacter
Ruminiclostridium	;	Opitutus	Ruminiclostridium;Opitutus			Ruminiclostridium;Opitutus
Ruminiclostridium	;	Roseomonas	Ruminiclostridium;Roseomonas			Ruminiclostridium;Roseomonas
Ruminiclostridium	;	Rhizobium	Ruminiclostridium;Rhizobium			Ruminiclostridium;Rhizobium
Ruminiclostridium	;	Rhizobacter	Ruminiclostridium;Rhizobacter			Ruminiclostridium;Rhizobacter
Ruminiclostridium	;	Gemmobacter	Ruminiclostridium;Gemmobacter			Ruminiclostridium;Gemmobacter
Ruminiclostridium	;	Nitratireductor	Ruminiclostridium;Nitratireductor			Ruminiclostridium;Nitratireductor
Ruminiclostridium	;	Nakamurella	Ruminiclostridium;Nakamurella			Ruminiclostridium;Nakamurella
Ruminiclostridium	;	Ensifer	Ruminiclostridium;Ensifer			Ruminiclostridium;Ensifer
Ruminiclostridium	;	Delftia	Ruminiclostridium;Delftia			Ruminiclostridium;Delftia
Ruminiclostridium	;	Brevibacillus	Ruminiclostridium;Brevibacillus			Ruminiclostridium;Brevibacillus
Ruminiclostridium	;	Leucobacter	Ruminiclostridium;Leucobacter			Ruminiclostridium;Leucobacter
Ruminiclostridium	;	Microbacter	Ruminiclostridium;Microbacter			Ruminiclostridium;Microbacter
Ruminiclostridium	;	Rhodopirellula	Ruminiclostridium;Rhodopirellula			Ruminiclostridium;Rhodopirellula
Ruminiclostridium	;	Veillonella	Ruminiclostridium;Veillonella			Ruminiclostridium;Veillonella
Ruminiclostridium	;	Leptospira	Ruminiclostridium;Leptospira			Ruminiclostridium;Leptospira
Ruminiclostridium	;	Mesorhizobium	Ruminiclostridium;Mesorhizobium			Ruminiclostridium;Mesorhizobium
Ruminiclostridium	;	Ochrobactrum	Ruminiclostridium;Ochrobactrum			Ruminiclostridium;Ochrobactrum
Ruminiclostridium	;	Pedosphaera	Ruminiclostridium;Pedosphaera			Ruminiclostridium;Pedosphaera
Ruminiclostridium	;	Georgenia	Ruminiclostridium;Georgenia			Ruminiclostridium;Georgenia
Ruminiclostridium	;	Rubrobacter	Ruminiclostridium;Rubrobacter			Ruminiclostridium;Rubrobacter
Ruminiclostridium	;	Methylobacter	Ruminiclostridium;Methylobacter			Ruminiclostridium;Methylobacter
Ruminiclostridium	;	Microbacterium	Ruminiclostridium;Microbacterium			Ruminiclostridium;Microbacterium
Ruminiclostridium	;	Candidatus Caldatribacterium	Ruminiclostridium;Candidatus Caldatribacterium			Ruminiclostridium;Candidatus Caldatribacterium
Ruminiclostridium	;	Kaistia	Ruminiclostridium;Kaistia			Ruminiclostridium;Kaistia
Ruminiclostridium	;	Cohaesibacter	Ruminiclostridium;Cohaesibacter			Ruminiclostridium;Cohaesibacter
Ruminiclostridium	;	Pseudonocardia	Ruminiclostridium;Pseudonocardia			Ruminiclostridium;Pseudonocardia
Ruminiclostridium	;	Oxalobacter	Ruminiclostridium;Oxalobacter			Ruminiclostridium;Oxalobacter
Ruminiclostridium	;	Thioclava	Ruminiclostridium;Thioclava			Ruminiclostridium;Thioclava
Ruminiclostridium	;	Atopobium	Ruminiclostridium;Atopobium			Ruminiclostridium;Atopobium
Ruminiclostridium	;	Oscillibacter	Ruminiclostridium;Oscillibacter			Ruminiclostridium;Oscillibacter
Ruminiclostridium	;	Tessaracoccus	Ruminiclostridium;Tessaracoccus			Ruminiclostridium;Tessaracoccus
Ruminiclostridium	;	Providencia	Ruminiclostridium;Providencia			Ruminiclostridium;Providencia
Ruminiclostridium	;	Olsenella	Ruminiclostridium;Olsenella			Ruminiclostridium;Olsenella
Ruminiclostridium	;	Sphaerochaeta	Ruminiclostridium;Sphaerochaeta			Ruminiclostridium;Sphaerochaeta
Ruminiclostridium	;	Acidiphilium	Ruminiclostridium;Acidiphilium			Ruminiclostridium;Acidiphilium
Ruminiclostridium	;	Starkeya	Ruminiclostridium;Starkeya			Ruminiclostridium;Starkeya
Ruminiclostridium	;	Phyllobacterium	Ruminiclostridium;Phyllobacterium			Ruminiclostridium;Phyllobacterium
Ruminiclostridium	;	Hungatella	Ruminiclostridium;Hungatella			Ruminiclostridium;Hungatella
Ruminiclostridium	;	Leifsonia	Ruminiclostridium;Leifsonia			Ruminiclostridium;Leifsonia
Ruminiclostridium	;	Micromonospora	Ruminiclostridium;Micromonospora			Ruminiclostridium;Micromonospora
Ruminiclostridium	;	Truepera	Ruminiclostridium;Truepera			Ruminiclostridium;Truepera
Ruminiclostridium	;	Aureimonas	Ruminiclostridium;Aureimonas			Ruminiclostridium;Aureimonas
Ruminiclostridium	;	Gluconacetobacter	Ruminiclostridium;Gluconacetobacter			Ruminiclostridium;Gluconacetobacter
Ruminiclostridium	;	Tabrizicola	Ruminiclostridium;Tabrizicola			Ruminiclostridium;Tabrizicola
Ruminiclostridium	;	Kiloniella	Ruminiclostridium;Kiloniella			Ruminiclostridium;Kiloniella
Ruminiclostridium	;	Caldilinea	Ruminiclostridium;Caldilinea			Ruminiclostridium;Caldilinea
Ruminiclostridium	;	Euzebya	Ruminiclostridium;Euzebya			Ruminiclostridium;Euzebya
Ruminiclostridium	;	Brachybacterium	Ruminiclostridium;Brachybacterium			Ruminiclostridium;Brachybacterium
Ruminiclostridium	;	Pelomonas	Ruminiclostridium;Pelomonas			Ruminiclostridium;Pelomonas
Ruminiclostridium	;	Nonomuraea	Ruminiclostridium;Nonomuraea			Ruminiclostridium;Nonomuraea
Ruminiclostridium	;	Sulfobacillus	Ruminiclostridium;Sulfobacillus			Ruminiclostridium;Sulfobacillus
Ruminiclostridium	;	Virgibacillus	Ruminiclostridium;Virgibacillus			Ruminiclostridium;Virgibacillus
Ruminiclostridium	;	Amycolatopsis	Ruminiclostridium;Amycolatopsis			Ruminiclostridium;Amycolatopsis
Ruminiclostridium	;	Ktedonobacter	Ruminiclostridium;Ktedonobacter			Ruminiclostridium;Ktedonobacter
Ruminiclostridium	;	Grimontia	Ruminiclostridium;Grimontia			Ruminiclostridium;Grimontia
Ruminiclostridium	;	Labrenzia	Ruminiclostridium;Labrenzia			Ruminiclostridium;Labrenzia
Ruminiclostridium	;	Verminephrobacter	Ruminiclostridium;Verminephrobacter			Ruminiclostridium;Verminephrobacter
Ruminiclostridium	;	Paucibacter	Ruminiclostridium;Paucibacter			Ruminiclostridium;Paucibacter
Ruminiclostridium	;	Actinomadura	Ruminiclostridium;Actinomadura			Ruminiclostridium;Actinomadura
Ruminiclostridium	;	Butyrivibrio	Ruminiclostridium;Butyrivibrio			Ruminiclostridium;Butyrivibrio
Ruminiclostridium	;	Phycisphaera	Ruminiclostridium;Phycisphaera			Ruminiclostridium;Phycisphaera
Ruminiclostridium	;	Sporichthya	Ruminiclostridium;Sporichthya			Ruminiclostridium;Sporichthya
Ruminiclostridium	;	Pandoraea	Ruminiclostridium;Pandoraea			Ruminiclostridium;Pandoraea
Ruminiclostridium	;	Photorhabdus	Ruminiclostridium;Photorhabdus			Ruminiclostridium;Photorhabdus
Ruminiclostridium	;	Aeribacillus	Ruminiclostridium;Aeribacillus			Ruminiclostridium;Aeribacillus
Ruminiclostridium	;	Tepidanaerobacter	Ruminiclostridium;Tepidanaerobacter			Ruminiclostridium;Tepidanaerobacter
Ruminiclostridium	;	Oceanobacillus	Ruminiclostridium;Oceanobacillus			Ruminiclostridium;Oceanobacillus
Ruminiclostridium	;	Thalassospira	Ruminiclostridium;Thalassospira			Ruminiclostridium;Thalassospira
Ruminiclostridium	;	Telmatospirillum	Ruminiclostridium;Telmatospirillum			Ruminiclostridium;Telmatospirillum
Ruminiclostridium	;	Selenomonas	Ruminiclostridium;Selenomonas			Ruminiclostridium;Selenomonas
Ruminiclostridium	;	Robinsoniella	Ruminiclostridium;Robinsoniella			Ruminiclostridium;Robinsoniella
Ruminiclostridium	;	Planctomyces	Ruminiclostridium;Planctomyces			Ruminiclostridium;Planctomyces
Ruminiclostridium	;	Oceanisphaera	Ruminiclostridium;Oceanisphaera			Ruminiclostridium;Oceanisphaera
Ruminiclostridium	;	Morganella	Ruminiclostridium;Morganella			Ruminiclostridium;Morganella
Ruminiclostridium	;	Mesotoga	Ruminiclostridium;Mesotoga			Ruminiclostridium;Mesotoga
Ruminiclostridium	;	Leptolinea	Ruminiclostridium;Leptolinea			Ruminiclostridium;Leptolinea
Ruminiclostridium	;	Haemophilus	Ruminiclostridium;Haemophilus			Ruminiclostridium;Haemophilus
Ruminiclostridium	;	Geosporobacter	Ruminiclostridium;Geosporobacter			Ruminiclostridium;Geosporobacter
Ruminiclostridium	;	Fretibacterium	Ruminiclostridium;Fretibacterium			Ruminiclostridium;Fretibacterium
Ruminiclostridium	;	Fervidobacterium	Ruminiclostridium;Fervidobacterium			Ruminiclostridium;Fervidobacterium
Ruminiclostridium	;	Dictyoglomus	Ruminiclostridium;Dictyoglomus			Ruminiclostridium;Dictyoglomus
Ruminiclostridium	;	Candidatus Latescibacter	Ruminiclostridium;Candidatus Latescibacter			Ruminiclostridium;Candidatus Latescibacter
Ruminiclostridium	;	Blastopirellula	Ruminiclostridium;Blastopirellula			Ruminiclostridium;Blastopirellula
Ruminiclostridium	;	Aggregatibacter	Ruminiclostridium;Aggregatibacter			Ruminiclostridium;Aggregatibacter
Barnesiella	;	Halomonas	Barnesiella;Halomonas			Barnesiella;Halomonas
Barnesiella	;	Acinetobacter	Barnesiella;Acinetobacter			Barnesiella;Acinetobacter
Barnesiella	;	Aeromonas	Barnesiella;Aeromonas			Barnesiella;Aeromonas
Barnesiella	;	Desulfovibrio	Barnesiella;Desulfovibrio			Barnesiella;Desulfovibrio
Barnesiella	;	Nitrospira	Barnesiella;Nitrospira			Barnesiella;Nitrospira
Barnesiella	;	Pseudomonas	Barnesiella;Pseudomonas			Barnesiella;Pseudomonas
Barnesiella	;	Rhodobacter	Barnesiella;Rhodobacter			Barnesiella;Rhodobacter
Barnesiella	;	Opitutus	Barnesiella;Opitutus			Barnesiella;Opitutus
Barnesiella	;	Raoultella	Barnesiella;Raoultella			Barnesiella;Raoultella
Barnesiella	;	Klebsiella	Barnesiella;Klebsiella			Barnesiella;Klebsiella
Barnesiella	;	Enterococcus	Barnesiella;Enterococcus			Barnesiella;Enterococcus
Barnesiella	;	Enterobacter	Barnesiella;Enterobacter			Barnesiella;Enterobacter
Barnesiella	;	Streptococcus	Barnesiella;Streptococcus			Barnesiella;Streptococcus
Barnesiella	;	Roseomonas	Barnesiella;Roseomonas			Barnesiella;Roseomonas
Barnesiella	;	Rhizobium	Barnesiella;Rhizobium			Barnesiella;Rhizobium
Barnesiella	;	Rhizobacter	Barnesiella;Rhizobacter			Barnesiella;Rhizobacter
